s_db_ex_punch_card_t_clock_actor_user_dt.app_id,s_db_ex_punch_card_t_clock_actor_user_dt.user_id,s_db_ex_punch_card_t_clock_actor_user_dt.common_user_id,s_db_ex_punch_card_t_clock_actor_user_dt.activity_id,s_db_ex_punch_card_t_clock_actor_user_dt.user_type,s_db_ex_punch_card_t_clock_actor_user_dt.clock_days,s_db_ex_punch_card_t_clock_actor_user_dt.latest_diary_time,s_db_ex_punch_card_t_clock_actor_user_dt.zan_count,s_db_ex_punch_card_t_clock_actor_user_dt.comment_count,s_db_ex_punch_card_t_clock_actor_user_dt.topic_count,s_db_ex_punch_card_t_clock_actor_user_dt.review_count,s_db_ex_punch_card_t_clock_actor_user_dt.is_pay,s_db_ex_punch_card_t_clock_actor_user_dt.state,s_db_ex_punch_card_t_clock_actor_user_dt.comment_remind_switch,s_db_ex_punch_card_t_clock_actor_user_dt.punch_remind_switch,s_db_ex_punch_card_t_clock_actor_user_dt.reward_remind_switch,s_db_ex_punch_card_t_clock_actor_user_dt.group_id,s_db_ex_punch_card_t_clock_actor_user_dt.pass_weight,s_db_ex_punch_card_t_clock_actor_user_dt.pass_state,s_db_ex_punch_card_t_clock_actor_user_dt.actor_from,s_db_ex_punch_card_t_clock_actor_user_dt.created_at,s_db_ex_punch_card_t_clock_actor_user_dt.updated_at,s_db_ex_punch_card_t_clock_actor_user_dt.statdate
app00khv0zv4279,u_5bd5da67b6b16_2pG4RsrfDy,uu_5c25daf59caf9_37kApzKJ,ac_5c062b17e4b37_XnqYwJFC,0,0,1546013557000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2018-12-28 16:12:37.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bd5da67b6b16_2pG4RsrfDy,uu_5c25daf59caf9_37kApzKJ,ac_5c274c21c4b99_aBWSOBhX,0,0,1546338093000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-01-01 10:21:33.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bd5da67b6b16_2pG4RsrfDy,uu_5c25daf59caf9_37kApzKJ,ac_5c41a821c534f_GJd9ZLg8,0,0,1548014561000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-01-20 20:02:41.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bd5da67b6b16_2pG4RsrfDy,uu_5c25daf59caf9_37kApzKJ,ac_5c7f3165aa1fd_Rr78wsTY,0,0,1552588749000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-03-14 18:39:09.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5bd5dff38f87f_fUNIYuczyc,uu_5c02be176a0d9_wxDuwgMv,ac_5bd2d0d597ac8_6AFW1ozM,0,0,1541012867000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2018-10-31 19:07:47.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bd5edd321c02_tokee0MJWq,uu_5d3281d996c7b_1bCwxy5m,ac_5d04b851c1e57_EvDoqcZ3,0,3,1563875870887,0,0,0,0,0,0,1,1,1,NULL,4,0,0,2019-07-20 10:52:09.0,2019-07-23 17:57:50.0,20201115
app00khv0zv4279,u_5bd688efd638f_brOxX6COwK,uu_5c10aa5f17d0d_uUwRW5KF,ac_5c062b17e4b37_XnqYwJFC,0,0,1544624863000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2018-12-12 14:27:43.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bd6a0ef46bb3_GlYrG8HQ70,uu_5c3167a4220a0_D1sI8Mxd,ac_5c274c21c4b99_aBWSOBhX,0,1,1546770617000,2,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-01-06 10:27:48.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bd92669b0a3e_J6Xcu5lCRu,uu_5d1489428a41d_N7x0fQ15,ac_5d1480369b81a_knI6Xr6V,0,4,1562861496264,7,1,2,0,0,0,1,1,1,NULL,1,0,0,2019-06-27 17:15:46.0,2019-08-20 17:23:14.0,20201115
app00khv0zv4279,u_5bd927702a6eb_B0nIf4xntE,uu_5c315c544e98a_KRvjr11i,ac_5c274c21c4b99_aBWSOBhX,0,0,1546767572000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-01-06 09:39:32.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bd927702a6eb_B0nIf4xntE,uu_5c315c544e98a_KRvjr11i,ac_5d1480369b81a_knI6Xr6V,0,0,1561625031952,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-06-27 16:43:51.0,2019-06-27 16:43:51.0,20201115
app00khv0zv4279,u_5bd92773d7722_t3vpvEBs0n,uu_5d14812913a17_Jmee0dTL,ac_5d1480369b81a_knI6Xr6V,0,3,1561810331480,1,0,0,0,0,0,0,0,0,NULL,1,0,0,2019-06-27 16:41:13.0,2019-06-29 21:39:21.0,20201115
app00khv0zv4279,u_5bd9311f2c2ad_qUzyA5umrx,uu_5c02be177436a_Rfk4eDn3,ac_5bd2d0d597ac8_6AFW1ozM,0,0,1540989359000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2018-10-31 12:35:59.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bd98e0fb70e2_D12Jmu9aCk,uu_5d365b873e8da_Uc7PHvOF,ac_5f1531b52f0f3_xL49avBh,0,0,1595767754195,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2020-07-26 20:49:14.0,2020-07-26 20:49:14.0,20201115
app00khv0zv4279,u_5bd98e38c3379_deCpV1gmyk,uu_5f1f758d91e93_twdGJ3bH,ac_5f152e366957e_Lc2Tj5YM,0,0,1595952031197,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2020-07-29 00:00:31.0,2020-07-29 00:00:31.0,20201115
app00khv0zv4279,u_5bdad3ea98dc5_dCzg7vvWSZ,uu_5d43b1fd9b440_qZhzl4q1,ac_5d04b851c1e57_EvDoqcZ3,0,0,1564717583763,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-08-02 11:46:23.0,2019-08-02 11:46:25.0,20201115
app00khv0zv4279,u_5bdad452d908f_ieFx81ZniU,uu_5d381303722f4_7lYssvCB,ac_5d04b851c1e57_EvDoqcZ3,0,0,1563956003377,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-07-24 16:13:23.0,2019-07-24 16:13:23.0,20201115
app00khv0zv4279,u_5bdae4b081bd9_kmWMJtTQ2A,uu_5d328c42240a2_xls1rW2k,ac_5d04b851c1e57_EvDoqcZ3,0,2,1563842502777,0,0,0,0,0,0,1,1,1,NULL,3,0,0,2019-07-20 11:36:59.0,2019-07-23 08:41:42.0,20201115
app00khv0zv4279,u_5bdae4b081bd9_kmWMJtTQ2A,uu_5d328c42240a2_xls1rW2k,ac_5f152ff198545_iVmrNFXb,0,0,1595841725946,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2020-07-27 17:22:05.0,2020-07-27 17:22:05.0,20201115
app00khv0zv4279,u_5bdae4b081bd9_kmWMJtTQ2A,uu_5d328c42240a2_xls1rW2k,ac_5f153135858b9_GbcsEps7,0,0,1595841769702,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2020-07-27 17:22:49.0,2020-07-27 17:22:49.0,20201115
app00khv0zv4279,u_5bdaf65dcba7e_aAf0AEF1D5,uu_5d35ac0bd7148_tikO3Vac,ac_5d04b851c1e57_EvDoqcZ3,0,0,1563798575561,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-07-22 20:29:35.0,2019-07-22 20:29:35.0,20201115
app00khv0zv4279,u_5bdb0e059253c_Oa60ZlU6DA,uu_5d328f4a6774b_9wUXxJjc,ac_5d04b851c1e57_EvDoqcZ3,0,0,1563594598964,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-07-20 11:49:58.0,2019-07-20 11:49:58.0,20201115
app00khv0zv4279,u_5bdb0e059253c_Oa60ZlU6DA,uu_5d328f4a6774b_9wUXxJjc,ac_5f152c45813e7_XMQDefbI,0,0,1595821484324,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2020-07-27 11:44:44.0,2020-07-27 11:44:44.0,20201115
app00khv0zv4279,u_5bdb10a43b5fd_JYFN6OtZ0X,uu_5c394f0b88215_l2t13svk,ac_5d04b851c1e57_EvDoqcZ3,0,0,1564385575793,0,0,0,0,0,0,0,0,0,NULL,1,0,0,2019-07-29 15:32:55.0,2019-07-29 15:33:12.0,20201115
app00khv0zv4279,u_5bdb121f1f60e_KAc1bYxkEw,uu_5d4002716dbc8_9XLJ568i,ac_5d04b851c1e57_EvDoqcZ3,0,0,1566552575085,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-08-23 17:29:35.0,2019-08-23 17:29:35.0,20201115
app00khv0zv4279,u_5bdb1e818db81_DObt8fndFK,uu_5c02be177bcdc_tMziHbZS,ac_5bda5d843a657_DlxkrSFb,0,0,0,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2018-11-10 00:52:00.0,2018-11-26 17:56:45.0,20201115
app00khv0zv4279,u_5bdb1eb3b2bd6_pL7rhVpi2T,uu_5c2acd794c8cb_pXeOQfSU,ac_5c274c21c4b99_aBWSOBhX,0,19,1547915275000,20,10,1,3,0,0,0,0,1,NULL,1,0,0,2019-01-01 10:16:25.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bdb1eb3b2bd6_pL7rhVpi2T,uu_5c2acd794c8cb_pXeOQfSU,ac_5c41a821c534f_GJd9ZLg8,0,22,1549896391000,5,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-01-20 22:13:19.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5bdb22867f819_HJISw0jJKR,uu_5d329006430d7_eGKkw71w,ac_5d04b851c1e57_EvDoqcZ3,0,18,1565433610989,0,0,0,0,0,0,1,1,1,NULL,21,0,0,2019-07-20 11:53:00.0,2019-08-10 18:40:10.0,20201115
app00khv0zv4279,u_5bdb22867f819_HJISw0jJKR,uu_5d329006430d7_eGKkw71w,ac_5f153135858b9_GbcsEps7,0,0,1595853583823,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2020-07-27 20:39:43.0,2020-07-27 20:39:43.0,20201115
app00khv0zv4279,u_5bdb22867f819_HJISw0jJKR,uu_5d329006430d7_eGKkw71w,ac_5f2a836150c66_8l07hdyG,0,0,1597456510451,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2020-08-15 09:55:10.0,2020-08-15 09:55:10.0,20201115
app00khv0zv4279,u_5bdbb1f77c904_s2FAyrjKGf,uu_5d33c38b94bc9_tTAKq0Th,ac_5d04b851c1e57_EvDoqcZ3,0,1,1563930510106,0,0,0,0,0,0,1,1,1,NULL,3,0,0,2019-07-21 09:45:53.0,2019-07-24 09:08:30.0,20201115
app00khv0zv4279,u_5bdbb22097a52_2eaD8euigh,uu_5d1c7f32917f8_crTJ5sH7,ac_5c4d682651fc4_ojA4O3Fa,0,0,1562148682753,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-07-03 18:11:22.0,2019-07-03 18:11:22.0,20201115
app00khv0zv4279,u_5bdbb22097a52_2eaD8euigh,uu_5d1c7f32917f8_crTJ5sH7,ac_5d04b851c1e57_EvDoqcZ3,0,1,1562728411702,0,0,0,0,0,0,1,1,1,NULL,2,0,0,2019-07-10 11:02:45.0,2019-07-10 11:13:31.0,20201115
app00khv0zv4279,u_5bdbe8647c3c5_bD0XjNgODm,uu_5c13349104860_1ubo1tbf,ac_5c0630ba63dc5_H7nDXdfK,0,2,0,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2018-12-14 12:41:53.0,2018-12-14 12:52:24.0,20201115
app00khv0zv4279,u_5bdbf0c822f3c_qSh2IkxQz7,uu_5c276c5dbb35d_yEguWjjd,ac_5c274c21c4b99_aBWSOBhX,0,21,1548116825000,26,10,3,5,0,0,0,0,1,NULL,1,0,0,2018-12-29 20:45:17.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bdbf0c822f3c_qSh2IkxQz7,uu_5c276c5dbb35d_yEguWjjd,ac_5c41a821c534f_GJd9ZLg8,0,43,1551707145000,13,5,0,1,0,0,1,1,1,NULL,1,0,0,2019-01-20 20:46:33.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5bdbf613b17ca_pTEETBtnmW,uu_5c276cf9280ae_symmmgq5,ac_5c274c21c4b99_aBWSOBhX,0,20,1547986790000,15,7,0,6,0,0,0,0,1,NULL,1,0,0,2018-12-29 20:47:53.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bdbf613b17ca_pTEETBtnmW,uu_5c276cf9280ae_symmmgq5,ac_5c41a821c534f_GJd9ZLg8,0,14,1549204536000,8,3,0,1,0,0,1,1,1,NULL,1,0,0,2019-01-20 21:18:24.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5bdc1859ba6e5_ysPIzaanbg,uu_5c12693d43b7e_T1yoyj5T,ac_5c0630ba63dc5_H7nDXdfK,0,0,0,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2018-12-13 22:14:21.0,2018-12-13 22:14:21.0,20201115
app00khv0zv4279,u_5bdcf3330b5c5_cuWA5vUIMo,uu_5d3279ba31c91_DBBQjFD2,ac_5d04b851c1e57_EvDoqcZ3,0,0,1563589072286,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-07-20 10:17:52.0,2019-07-20 10:17:52.0,20201115
app00khv0zv4279,u_5bdfee2e98962_XGbiMzpuGz,uu_5c4c378b32ef2_r3JG3waO,ac_5c41a821c534f_GJd9ZLg8,0,0,1548628242000,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-01-27 22:30:42.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5bdfee2e98962_XGbiMzpuGz,uu_5c4c378b32ef2_r3JG3waO,ac_5c4a85b93f61a_8absF2kE,0,1,1548619326000,0,0,0,0,0,0,0,0,1,NULL,1,0,0,2019-01-26 18:33:47.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5be015bca99b2_e1iOM8hqzN,uu_5c4c1ed2d7ca6_nUYT19nv,ac_5c4a85b93f61a_8absF2kE,0,40,1551975961000,11,2,0,1,0,0,0,0,1,NULL,1,0,0,2019-01-26 16:48:18.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5be15b81490f7_Oq7RjQAsNt,uu_5c4c533ae531c_RGlE1HHZ,ac_5c4a85b93f61a_8absF2kE,0,38,1551956234000,8,0,0,0,0,0,1,0,1,NULL,1,0,0,2019-01-26 20:31:54.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5be3aa5f05031_zK0lu9s1fy,uu_5c7fb70202e60_Tj2CvgJp,ac_5c7f3165aa1fd_Rr78wsTY,0,20,1553590159000,18,5,0,0,0,0,0,0,1,NULL,1,0,0,2019-03-06 20:03:14.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5be3bfc5cdc84_2Lt3gQNn6a,uu_5d4447c5a9539_lK6iwD9z,ac_5d04b851c1e57_EvDoqcZ3,0,0,1564794064022,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2019-08-03 09:01:03.0,2019-08-03 09:01:04.0,20201115
app00khv0zv4279,u_5be6cebd47ce6_Co6672R1Dj,uu_5c2771ab7451e_or4jqlH3,ac_5c274c21c4b99_aBWSOBhX,0,0,1546117675000,0,0,0,0,0,0,1,0,1,NULL,1,0,0,2018-12-29 21:07:55.0,2019-04-19 14:15:26.0,20201115
app00khv0zv4279,u_5be84d427477b_cHV0d6855A,uu_5c02be1786e78_7cBF4M5u,ac_5bda5d843a657_DlxkrSFb,0,0,0,0,0,0,0,0,0,1,1,1,NULL,1,0,0,2018-11-11 23:43:29.0,2018-11-26 17:56:45.0,20201115
app00khv0zv4279,u_5beaa466a260a_O9EBkWVErs,uu_5c807bc62f159_VwCz5c6Q,ac_5c7f3165aa1fd_Rr78wsTY,0,13,1553039173000,9,8,0,0,0,0,1,1,1,NULL,1,0,0,2019-03-07 10:02:46.0,2019-04-19 14:15:27.0,20201115
app00khv0zv4279,u_5beaea6661343_foLBlkt7Dm,uu_5c80bd0ae6570_98HMCJMx,ac_5c7f3165aa1fd_Rr78wsTY,0,10,1553733072000,4,2,0,0,0,0,0,0,0,NULL,1,0,0,2019-03-07 14:41:28.0,2019-04-19 14:15:27.0,20201115
